isinla,councildist,lat,lng,city,state,deptnum,deptname,employeecount,gross
FALSE,,33.9311257,-117.548661,Norco,CA,70,Police,38,5439995.9
FALSE,,33.9311257,-117.548661,Norco,CA,78,Public Works - Engineering,1,105763.2
FALSE,,33.9311257,-117.548661,Norco,CA,82,Public Works - Sanitation,1,89959.49
FALSE,,34.1394541,-117.4622714,North Fontana,CA,38,Fire,1,131517.37
TRUE,12,34.235822,-118.4849365,North Hills,CA,02,Aging,1,16290
TRUE,12,34.235822,-118.4849365,North Hills,CA,04,Airports,6,771299.42
TRUE,12,34.235822,-118.4849365,North Hills,CA,08,Building and Safety,9,1200535.96
TRUE,12,34.235822,-118.4849365,North Hills,CA,12,City Attorney,1,216399.76
TRUE,12,34.235822,-118.4849365,North Hills,CA,14,City Clerk,1,56141.6
TRUE,12,34.235822,-118.4849365,North Hills,CA,16,City Employees Retirement System,1,102611.12
TRUE,12,34.235822,-118.4849365,North Hills,CA,21,Community Investment for Families Department,1,21434.4
TRUE,12,34.235822,-118.4849365,North Hills,CA,22,Economic and Workforce Development Department,1,122241.32
TRUE,12,34.235822,-118.4849365,North Hills,CA,26,Controller,1,88232.89
TRUE,12,34.235822,-118.4849365,North Hills,CA,28,Council,1,99390.48
TRUE,12,34.235822,-118.4849365,North Hills,CA,32,Information Technology Agency,1,134524.08
TRUE,12,34.235822,-118.4849365,North Hills,CA,38,Fire,5,1238852.77
TRUE,12,34.235822,-118.4849365,North Hills,CA,40,General Services,9,577668.01
TRUE,12,34.235822,-118.4849365,North Hills,CA,42,Harbor,1,134166.77
TRUE,12,34.235822,-118.4849365,North Hills,CA,43,Los Angeles Housing,5,365628.8
TRUE,12,34.235822,-118.4849365,North Hills,CA,44,Library,20,657714.02
TRUE,12,34.235822,-118.4849365,North Hills,CA,66,Personnel,3,86714.14
TRUE,12,34.235822,-118.4849365,North Hills,CA,68,City Planning,1,15870.95
TRUE,12,34.235822,-118.4849365,North Hills,CA,70,Police,49,5884030.09
TRUE,12,34.235822,-118.4849365,North Hills,CA,76,Public Works - Contract Administration,4,488034.31
TRUE,12,34.235822,-118.4849365,North Hills,CA,78,Public Works - Engineering,2,116814.54
TRUE,12,34.235822,-118.4849365,North Hills,CA,82,Public Works - Sanitation,11,811259.7
TRUE,12,34.235822,-118.4849365,North Hills,CA,84,Public Works - Street Lighting,1,61419.69
TRUE,12,34.235822,-118.4849365,North Hills,CA,86,Public Works - Street Services,5,454448.76
TRUE,12,34.235822,-118.4849365,North Hills,CA,87,Zoo,4,120079.03
TRUE,12,34.235822,-118.4849365,North Hills,CA,88,Recreation and Parks,69,1224171.45
TRUE,12,34.235822,-118.4849365,North Hills,CA,94,Transportation,10,470253.32
TRUE,2,34.187044,-118.3812562,North Holllywood,CA,70,Police,1,96576.13
TRUE,2,34.187044,-118.3812562,North Holllywood,CA,94,Transportation,1,66985.14
TRUE,2,34.187044,-118.3812562,North Hollywoo,CA,82,Public Works - Sanitation,1,5174.34
TRUE,2,34.187044,-118.3812562,North Hollywoo,CA,88,Recreation and Parks,1,0
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,02,Aging,3,36120
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,04,Airports,9,783557.09
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,06,Animal Services,4,244672.48
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,08,Building and Safety,12,1078915.55
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,10,City Administrative Officer,1,70644.16
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,12,City Attorney,12,1249743.91
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,14,City Clerk,2,39662.82
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,16,City Employees Retirement System,1,82771.89
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,17,City Ethics Commission,1,87647.44
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,26,Controller,1,99623.44
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,28,Council,5,437768.17
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,30,Cultural Affairs,1,1613.59
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,32,Information Technology Agency,6,559544.12
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,38,Fire,8,1495215.12
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,39,Office of Finance,5,449220.52
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,40,General Services,13,811431.47
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,42,Harbor,1,4583.16
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,43,Los Angeles Housing,11,978375.82
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,44,Library,29,1604499.54
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,46,Mayor,2,151607.52
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,47,Neighborhood Empowerment,1,75989.38
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,64,Pension,1,118743.3
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,66,Personnel,7,503878.23
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,68,City Planning,4,406927.47
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,70,Police,67,6204893.58
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,74,Public Works - Board of Public Works,3,198251.43
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,78,Public Works - Engineering,6,675677.18
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,82,Public Works - Sanitation,28,2276039.16
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,84,Public Works - Street Lighting,2,102930.71
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,86,Public Works - Street Services,14,1049285.79
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,87,Zoo,9,509378.34
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,88,Recreation and Parks,168,2497394.15
TRUE,2,34.187044,-118.3812562,North Hollywood,CA,94,Transportation,23,758308.86
TRUE,2,34.187044,-118.3812562,North Hollywood Ca,CA,88,Recreation and Parks,1,9121.72
TRUE,2,34.187044,-118.3812562,North Hpllywood,CA,88,Recreation and Parks,1,7580.38
FALSE,,36.1988592,-115.1175013,North Las Vegas,NV,70,Police,1,128653.51
FALSE,,33.7635422,-117.7901088,North Tustin,CA,38,Fire,3,607433.61
FALSE,,33.7635422,-117.7901088,North Tustin,CA,70,Police,3,368808.12
FALSE,,33.9791793,-118.032844,North Whittier,CA,70,Police,1,186095.96
TRUE,12,34.235822,-118.4849365,Northhills,CA,70,Police,1,57698.68
TRUE,12,34.2381251,-118.530123,Northrdige,CA,04,Airports,1,102997.19
TRUE,12,34.2381251,-118.530123,Northridege,CA,70,Police,1,156056.27
TRUE,12,34.2381251,-118.530123,Northridge,CA,04,Airports,12,1253613.1
TRUE,12,34.2381251,-118.530123,Northridge,CA,06,Animal Services,9,556402.59
TRUE,12,34.2381251,-118.530123,Northridge,CA,08,Building and Safety,17,1866682.16
TRUE,12,34.2381251,-118.530123,Northridge,CA,10,City Administrative Officer,2,191392.64
TRUE,12,34.2381251,-118.530123,Northridge,CA,12,City Attorney,9,1864581.15
TRUE,12,34.2381251,-118.530123,Northridge,CA,13,Cannabis Regulation,1,8698.4
TRUE,12,34.2381251,-118.530123,Northridge,CA,14,City Clerk,5,244396.06
TRUE,12,34.2381251,-118.530123,Northridge,CA,16,City Employees Retirement System,1,15066.66
TRUE,12,34.2381251,-118.530123,Northridge,CA,17,City Ethics Commission,1,0
TRUE,12,34.2381251,-118.530123,Northridge,CA,19,Youth Development Department,1,5683.2
TRUE,12,34.2381251,-118.530123,Northridge,CA,22,Economic and Workforce Development Department,1,76416.24
TRUE,12,34.2381251,-118.530123,Northridge,CA,26,Controller,1,208589.43
TRUE,12,34.2381251,-118.530123,Northridge,CA,28,Council,4,230254.86
TRUE,12,34.2381251,-118.530123,Northridge,CA,30,Cultural Affairs,1,23706.93
TRUE,12,34.2381251,-118.530123,Northridge,CA,32,Information Technology Agency,3,332693.42
TRUE,12,34.2381251,-118.530123,Northridge,CA,38,Fire,20,3623289.45
TRUE,12,34.2381251,-118.530123,Northridge,CA,39,Office of Finance,2,144107.02
TRUE,12,34.2381251,-118.530123,Northridge,CA,40,General Services,12,1071025.49
TRUE,12,34.2381251,-118.530123,Northridge,CA,42,Harbor,2,206786.29
TRUE,12,34.2381251,-118.530123,Northridge,CA,43,Los Angeles Housing,3,261140.54
TRUE,12,34.2381251,-118.530123,Northridge,CA,44,Library,33,1199607.97
TRUE,12,34.2381251,-118.530123,Northridge,CA,46,Mayor,2,141674.26
TRUE,12,34.2381251,-118.530123,Northridge,CA,65,Disability,1,100003.84
TRUE,12,34.2381251,-118.530123,Northridge,CA,66,Personnel,6,432758.51
TRUE,12,34.2381251,-118.530123,Northridge,CA,68,City Planning,4,356602.28
TRUE,12,34.2381251,-118.530123,Northridge,CA,70,Police,108,12081996.61
TRUE,12,34.2381251,-118.530123,Northridge,CA,76,Public Works - Contract Administration,9,1092772.54
TRUE,12,34.2381251,-118.530123,Northridge,CA,78,Public Works - Engineering,12,1447499.59
TRUE,12,34.2381251,-118.530123,Northridge,CA,82,Public Works - Sanitation,20,2047251.85
TRUE,12,34.2381251,-118.530123,Northridge,CA,84,Public Works - Street Lighting,1,125518.8
TRUE,12,34.2381251,-118.530123,Northridge,CA,86,Public Works - Street Services,18,1310040.85
TRUE,12,34.2381251,-118.530123,Northridge,CA,87,Zoo,1,73909.92
TRUE,12,34.2381251,-118.530123,Northridge,CA,88,Recreation and Parks,121,1984732.96
TRUE,12,34.2381251,-118.530123,Northridge,CA,94,Transportation,16,1193850.87
FALSE,,33.9022367,-118.081733,Norwalk,CA,02,Aging,1,82655.2
FALSE,,33.9022367,-118.081733,Norwalk,CA,04,Airports,33,3329315.69
FALSE,,33.9022367,-118.081733,Norwalk,CA,06,Animal Services,4,244824.69
FALSE,,33.9022367,-118.081733,Norwalk,CA,08,Building and Safety,4,439350.23
FALSE,,33.9022367,-118.081733,Norwalk,CA,12,City Attorney,4,311333.66
FALSE,,33.9022367,-118.081733,Norwalk,CA,16,City Employees Retirement System,1,60456
FALSE,,33.9022367,-118.081733,Norwalk,CA,22,Economic and Workforce Development Department,2,186406.19
FALSE,,33.9022367,-118.081733,Norwalk,CA,32,Information Technology Agency,2,77392.16
FALSE,,33.9022367,-118.081733,Norwalk,CA,38,Fire,8,1150655.12
FALSE,,33.9022367,-118.081733,Norwalk,CA,39,Office of Finance,1,108496.34
FALSE,,33.9022367,-118.081733,Norwalk,CA,40,General Services,12,945201.93
FALSE,,33.9022367,-118.081733,Norwalk,CA,42,Harbor,9,894152.66
FALSE,,33.9022367,-118.081733,Norwalk,CA,43,Los Angeles Housing,7,651486.41
FALSE,,33.9022367,-118.081733,Norwalk,CA,44,Library,6,364199.31
FALSE,,33.9022367,-118.081733,Norwalk,CA,64,Pension,2,175755.2
FALSE,,33.9022367,-118.081733,Norwalk,CA,66,Personnel,8,282776.51
FALSE,,33.9022367,-118.081733,Norwalk,CA,68,City Planning,2,94211.76
FALSE,,33.9022367,-118.081733,Norwalk,CA,70,Police,78,8612054.38
FALSE,,33.9022367,-118.081733,Norwalk,CA,74,Public Works - Board of Public Works,1,11854.4
FALSE,,33.9022367,-118.081733,Norwalk,CA,76,Public Works - Contract Administration,2,124963.44
FALSE,,33.9022367,-118.081733,Norwalk,CA,78,Public Works - Engineering,4,264919.72
FALSE,,33.9022367,-118.081733,Norwalk,CA,82,Public Works - Sanitation,26,2220003.09
FALSE,,33.9022367,-118.081733,Norwalk,CA,84,Public Works - Street Lighting,4,280092.27
FALSE,,33.9022367,-118.081733,Norwalk,CA,86,Public Works - Street Services,2,164519.87
FALSE,,33.9022367,-118.081733,Norwalk,CA,88,Recreation and Parks,21,664563.77
FALSE,,33.9022367,-118.081733,Norwalk,CA,94,Transportation,13,1145633.31
TRUE,12,34.235822,-118.4849365,Noth Hills,CA,82,Public Works - Sanitation,1,119103.03
TRUE,12,34.2381251,-118.530123,Nothridge,CA,70,Police,1,178879.15
FALSE,,38.1074198,-122.5697032,Novato,CA,44,Library,1,68135.88
TRUE,12,34.235822,-118.4849365,Nprth Hills,CA,88,Recreation and Parks,1,1253.16
FALSE,,33.801408,-117.145866,Nuevo,CA,04,Airports,1,92994.19
FALSE,,33.801408,-117.145866,Nuevo,CA,70,Police,1,0
FALSE,,33.801408,-117.145866,Nuevo,CA,86,Public Works - Street Services,1,71414.7
FALSE,,34.1805403,-118.9070887,Nuewbury Park,CA,38,Fire,1,216295.92
FALSE,,34.4340385,-117.4346964,Oak Hills,CA,04,Airports,1,132910.47
FALSE,,34.4340385,-117.4346964,Oak Hills,CA,06,Animal Services,1,64859.41
FALSE,,34.4340385,-117.4346964,Oak Hills,CA,08,Building and Safety,1,121633.08
FALSE,,34.4340385,-117.4346964,Oak Hills,CA,38,Fire,3,440521.34
FALSE,,34.4340385,-117.4346964,Oak Hills,CA,70,Police,6,707084.62
FALSE,,34.4340385,-117.4346964,Oak Hills,CA,78,Public Works - Engineering,1,114509.04
FALSE,,34.4340385,-117.4346964,Oak Hills,CA,88,Recreation and Parks,1,17718.78
FALSE,,34.1791715,-118.7628685,Oak Park,CA,04,Airports,1,131282.89
FALSE,,34.1791715,-118.7628685,Oak Park,CA,08,Building and Safety,2,312660.06
FALSE,,34.1791715,-118.7628685,Oak Park,CA,12,City Attorney,2,342152.4
FALSE,,34.1791715,-118.7628685,Oak Park,CA,28,Council,1,62929.38
FALSE,,34.1791715,-118.7628685,Oak Park,CA,38,Fire,9,1580333.32
FALSE,,34.1791715,-118.7628685,Oak Park,CA,43,Los Angeles Housing,1,134459.16
FALSE,,34.1791715,-118.7628685,Oak Park,CA,44,Library,1,111668.02
FALSE,,34.1791715,-118.7628685,Oak Park,CA,70,Police,15,2076058.67
FALSE,,34.1791715,-118.7628685,Oak Park,CA,87,Zoo,1,176819.44
FALSE,,34.399996,-119.3001134,Oak View,CA,38,Fire,2,543000.38
FALSE,,33.1958696,-117.3794834,Oceanside,CA,04,Airports,1,124548
FALSE,,33.1958696,-117.3794834,Oceanside,CA,22,Economic and Workforce Development Department,1,121392.24
FALSE,,33.1958696,-117.3794834,Oceanside,CA,38,Fire,17,3134812.48
FALSE,,33.1958696,-117.3794834,Oceanside,CA,42,Harbor,1,
FALSE,,33.1958696,-117.3794834,Oceanside,CA,70,Police,4,566402.89
FALSE,,33.1958696,-117.3794834,Oceanside,CA,87,Zoo,1,10615.2
FALSE,,33.1958696,-117.3794834,Oceanside,CA,88,Recreation and Parks,1,1243.04
FALSE,,34.4480495,-119.242889,Ojai,CA,38,Fire,4,805284.25
FALSE,,34.4480495,-119.242889,Ojai,CA,70,Police,2,201798.1
FALSE,,41.2565369,-95.9345034,Omaha,NE,04,Airports,1,85697.93
FALSE,,34.0633443,-117.6508876,Ontario,CA,04,Airports,27,2560699.46
FALSE,,34.0633443,-117.6508876,Ontario,CA,06,Animal Services,1,81519.81
FALSE,,34.0633443,-117.6508876,Ontario,CA,08,Building and Safety,3,361163.82
FALSE,,34.0633443,-117.6508876,Ontario,CA,10,City Administrative Officer,2,87664.8
FALSE,,34.0633443,-117.6508876,Ontario,CA,12,City Attorney,3,251154.88
FALSE,,34.0633443,-117.6508876,Ontario,CA,14,City Clerk,1,58518.5
FALSE,,34.0633443,-117.6508876,Ontario,CA,16,City Employees Retirement System,1,60641.6
FALSE,,34.0633443,-117.6508876,Ontario,CA,26,Controller,2,244399
FALSE,,34.0633443,-117.6508876,Ontario,CA,28,Council,2,155153.44
FALSE,,34.0633443,-117.6508876,Ontario,CA,32,Information Technology Agency,5,237095.06
FALSE,,34.0633443,-117.6508876,Ontario,CA,35,Emergency Management,1,123436.36
FALSE,,34.0633443,-117.6508876,Ontario,CA,38,Fire,21,3307862.45
FALSE,,34.0633443,-117.6508876,Ontario,CA,39,Office of Finance,2,136079.67
FALSE,,34.0633443,-117.6508876,Ontario,CA,40,General Services,14,1254540.94
FALSE,,34.0633443,-117.6508876,Ontario,CA,42,Harbor,2,102308.77
FALSE,,34.0633443,-117.6508876,Ontario,CA,43,Los Angeles Housing,4,298215.88
FALSE,,34.0633443,-117.6508876,Ontario,CA,44,Library,2,186926.38
FALSE,,34.0633443,-117.6508876,Ontario,CA,66,Personnel,10,482125.14
FALSE,,34.0633443,-117.6508876,Ontario,CA,68,City Planning,2,252734.07
FALSE,,34.0633443,-117.6508876,Ontario,CA,70,Police,192,23476951.4
FALSE,,34.0633443,-117.6508876,Ontario,CA,74,Public Works - Board of Public Works,2,135583.44
FALSE,,34.0633443,-117.6508876,Ontario,CA,76,Public Works - Contract Administration,3,287511.12
FALSE,,34.0633443,-117.6508876,Ontario,CA,78,Public Works - Engineering,4,372119.89
FALSE,,34.0633443,-117.6508876,Ontario,CA,82,Public Works - Sanitation,25,2380796.86
FALSE,,34.0633443,-117.6508876,Ontario,CA,84,Public Works - Street Lighting,7,684452.66
FALSE,,34.0633443,-117.6508876,Ontario,CA,86,Public Works - Street Services,12,1085181.34
FALSE,,34.0633443,-117.6508876,Ontario,CA,87,Zoo,2,160271.25
FALSE,,34.0633443,-117.6508876,Ontario,CA,88,Recreation and Parks,10,246333.31
FALSE,,34.0633443,-117.6508876,Ontario,CA,94,Transportation,9,639508.81
FALSE,,34.0633443,-117.6508876,Ontario Ca,CA,32,Information Technology Agency,1,134524.08
FALSE,,33.7879139,-117.8531007,Orange,CA,04,Airports,2,276321.81
FALSE,,33.7879139,-117.8531007,Orange,CA,08,Building and Safety,1,107841.1
FALSE,,33.7879139,-117.8531007,Orange,CA,12,City Attorney,1,126538.83
FALSE,,33.7879139,-117.8531007,Orange,CA,16,City Employees Retirement System,1,53501.6
FALSE,,33.7879139,-117.8531007,Orange,CA,26,Controller,1,152470.4
FALSE,,33.7879139,-117.8531007,Orange,CA,38,Fire,15,3248432.01
FALSE,,33.7879139,-117.8531007,Orange,CA,39,Office of Finance,1,109346.76
FALSE,,33.7879139,-117.8531007,Orange,CA,42,Harbor,2,360483.57
FALSE,,33.7879139,-117.8531007,Orange,CA,70,Police,42,5112060.3
FALSE,,33.7879139,-117.8531007,Orange,CA,76,Public Works - Contract Administration,1,4089.6
FALSE,,33.7879139,-117.8531007,Orange,CA,78,Public Works - Engineering,1,93538.8
FALSE,,33.7879139,-117.8531007,Orange,CA,82,Public Works - Sanitation,1,127656.05
FALSE,,33.7879139,-117.8531007,Orange,CA,84,Public Works - Street Lighting,1,107573.42
FALSE,,33.7879139,-117.8531007,Orange,CA,94,Transportation,3,394362.52
FALSE,,33.8350076,-117.8339233,Orange Hills,CA,70,Police,1,157426.37
FALSE,,29.2858129,-81.0558894,Ormond Beach,FL,38,Fire,1,188876.58
FALSE,,32.3909071,-110.966488,Oro Valley,AZ,88,Recreation and Parks,1,
FALSE,,34.1975048,-119.1770516,Oxnard,CA,28,Council,1,38964.64
FALSE,,34.1975048,-119.1770516,Oxnard,CA,38,Fire,21,4584204.17
FALSE,,34.1975048,-119.1770516,Oxnard,CA,44,Library,1,22421.81
FALSE,,34.1975048,-119.1770516,Oxnard,CA,70,Police,24,2717685.46
FALSE,,34.1975048,-119.1770516,Oxnard,CA,82,Public Works - Sanitation,6,832007.6
FALSE,,34.1975048,-119.1770516,Oxnard,CA,86,Public Works - Street Services,3,217446.03
FALSE,,34.1975048,-119.1770516,Oxnard,CA,88,Recreation and Parks,7,73505.85
TRUE,11,34.0356331,-118.5155901,Pac Palisades,CA,88,Recreation and Parks,1,794.36
TRUE,11,34.0356331,-118.5155901,Pacific Palesades,CA,70,Police,1,127697.8
TRUE,11,34.0356331,-118.5155901,Pacific Palisades,CA,12,City Attorney,3,658031.76
TRUE,11,34.0356331,-118.5155901,Pacific Palisades,CA,28,Council,1,90707.7
TRUE,11,34.0356331,-118.5155901,Pacific Palisades,CA,44,Library,4,215039.52
TRUE,11,34.0356331,-118.5155901,Pacific Palisades,CA,46,Mayor,1,71407.92
TRUE,11,34.0356331,-118.5155901,Pacific Palisades,CA,70,Police,3,164924.76
TRUE,11,34.0356331,-118.5155901,Pacific Palisades,CA,82,Public Works - Sanitation,1,82078.14
TRUE,11,34.0356331,-118.5155901,Pacific Palisades,CA,88,Recreation and Parks,10,66857.93
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,04,Airports,3,284553.79
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,06,Animal Services,3,195844.43
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,08,Building and Safety,5,438703.59
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,12,City Attorney,2,99796.64
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,14,City Clerk,1,54080.24
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,28,Council,3,138627.83
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,32,Information Technology Agency,1,55479.54
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,38,Fire,3,294667.42
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,39,Office of Finance,2,218372.72
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,40,General Services,5,422579.73
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,43,Los Angeles Housing,5,441564.25
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,44,Library,13,463264.1
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,46,Mayor,1,16614.4
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,47,Neighborhood Empowerment,2,177924.81
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,66,Personnel,1,47934.4
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,68,City Planning,1,39312.64
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,70,Police,35,3292471.68
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,76,Public Works - Contract Administration,4,466312.11
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,78,Public Works - Engineering,2,209536
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,82,Public Works - Sanitation,29,1990051.29
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,86,Public Works - Street Services,10,720239.04
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,87,Zoo,4,105133.66
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,88,Recreation and Parks,133,2718186.9
TRUE,7,34.2767691,-118.4104684,Pacoima,CA,94,Transportation,17,761170.98
TRUE,7,34.2767691,-118.4104684,Pacpima,CA,88,Recreation and Parks,1,0
FALSE,,36.2082943,-115.9839147,Pahrump,NV,38,Fire,1,231963.99
TRUE,11,34.0356331,-118.5155901,Palisades,CA,04,Airports,1,163454.76
FALSE,,34.5794343,-118.1164613,Palm Dale,CA,94,Transportation,1,69613.47
FALSE,,33.7222445,-116.3744556,Palm Desert,CA,08,Building and Safety,1,148224.68
FALSE,,33.7222445,-116.3744556,Palm Desert,CA,38,Fire,2,572189.29
FALSE,,33.7222445,-116.3744556,Palm Desert,CA,42,Harbor,1,125004.27
FALSE,,33.7222445,-116.3744556,Palm Desert,CA,88,Recreation and Parks,2,141766.52
FALSE,,28.0780718,-82.7637127,Palm Harbor,FL,38,Fire,1,227485.34
FALSE,,33.8302961,-116.5452921,Palm Springs,CA,82,Public Works - Sanitation,1,89623.52
FALSE,,34.5794343,-118.1164613,Palmdalde,CA,88,Recreation and Parks,1,87698.62
FALSE,,34.5794343,-118.1164613,Palmdale,CA,02,Aging,2,194898.08
FALSE,,34.5794343,-118.1164613,Palmdale,CA,04,Airports,30,2531609.47
FALSE,,34.5794343,-118.1164613,Palmdale,CA,06,Animal Services,10,613136.55
FALSE,,34.5794343,-118.1164613,Palmdale,CA,08,Building and Safety,19,1928023.19
FALSE,,34.5794343,-118.1164613,Palmdale,CA,10,City Administrative Officer,2,
FALSE,,34.5794343,-118.1164613,Palmdale,CA,12,City Attorney,2,168417.12
FALSE,,34.5794343,-118.1164613,Palmdale,CA,14,City Clerk,1,64217.68
FALSE,,34.5794343,-118.1164613,Palmdale,CA,15,"Civil, Human Rights and Equity Department",2,62389.17
FALSE,,34.5794343,-118.1164613,Palmdale,CA,16,City Employees Retirement System,1,113807.27
FALSE,,34.5794343,-118.1164613,Palmdale,CA,28,Council,1,60342.36
FALSE,,34.5794343,-118.1164613,Palmdale,CA,30,Cultural Affairs,1,250.35
FALSE,,34.5794343,-118.1164613,Palmdale,CA,32,Information Technology Agency,3,285201.06
FALSE,,34.5794343,-118.1164613,Palmdale,CA,38,Fire,32,5368543.04
FALSE,,34.5794343,-118.1164613,Palmdale,CA,39,Office of Finance,2,156830.19
FALSE,,34.5794343,-118.1164613,Palmdale,CA,40,General Services,30,2380699.82
FALSE,,34.5794343,-118.1164613,Palmdale,CA,42,Harbor,9,704288.29
FALSE,,34.5794343,-118.1164613,Palmdale,CA,43,Los Angeles Housing,6,523945.85
FALSE,,34.5794343,-118.1164613,Palmdale,CA,44,Library,6,170152.08
FALSE,,34.5794343,-118.1164613,Palmdale,CA,64,Pension,1,27103.6
FALSE,,34.5794343,-118.1164613,Palmdale,CA,66,Personnel,4,474998.43
FALSE,,34.5794343,-118.1164613,Palmdale,CA,68,City Planning,1,70644.16
FALSE,,34.5794343,-118.1164613,Palmdale,CA,70,Police,192,22752569.57
FALSE,,34.5794343,-118.1164613,Palmdale,CA,74,Public Works - Board of Public Works,1,50973.32
FALSE,,34.5794343,-118.1164613,Palmdale,CA,76,Public Works - Contract Administration,3,343708.54
FALSE,,34.5794343,-118.1164613,Palmdale,CA,78,Public Works - Engineering,8,784644.46
FALSE,,34.5794343,-118.1164613,Palmdale,CA,82,Public Works - Sanitation,97,8276742.71
FALSE,,34.5794343,-118.1164613,Palmdale,CA,84,Public Works - Street Lighting,5,455370.79
FALSE,,34.5794343,-118.1164613,Palmdale,CA,86,Public Works - Street Services,32,2919474.5
FALSE,,34.5794343,-118.1164613,Palmdale,CA,87,Zoo,3,238534.8
FALSE,,34.5794343,-118.1164613,Palmdale,CA,88,Recreation and Parks,48,1877678.08
FALSE,,34.5794343,-118.1164613,Palmdale,CA,94,Transportation,39,2987639.57
FALSE,,33.7444613,-118.3870173,Palos Verdes,CA,04,Airports,1,163416.18
FALSE,,33.7444613,-118.3870173,Palos Verdes,CA,08,Building and Safety,1,123517.48
FALSE,,33.7444613,-118.3870173,Palos Verdes,CA,12,City Attorney,1,206420.88
FALSE,,33.7444613,-118.3870173,Palos Verdes,CA,82,Public Works - Sanitation,1,124195.94
FALSE,,33.7444613,-118.3870173,Palos Verdes,CA,88,Recreation and Parks,1,11000.11
FALSE,,33.7444613,-118.3870173,Palos Verdes Es,CA,38,Fire,1,127927.89
FALSE,,33.8005714,-118.3900737,Palos Verdes Est,CA,70,Police,1,163428.68
FALSE,,33.8005714,-118.3900737,Palos Verdes Estate,CA,70,Police,2,281911.85
FALSE,,33.8005714,-118.3900737,Palos Verdes Estate,CA,88,Recreation and Parks,1,13870.23
FALSE,,33.8005714,-118.3900737,Palos Verdes Estates,CA,04,Airports,1,158553.76
FALSE,,33.8005714,-118.3900737,Palos Verdes Estates,CA,12,City Attorney,4,841651.98
FALSE,,33.8005714,-118.3900737,Palos Verdes Estates,CA,32,Information Technology Agency,1,134524.08
FALSE,,33.8005714,-118.3900737,Palos Verdes Estates,CA,38,Fire,2,560711.5
FALSE,,33.8005714,-118.3900737,Palos Verdes Estates,CA,39,Office of Finance,1,108885.76
FALSE,,33.8005714,-118.3900737,Palos Verdes Estates,CA,40,General Services,1,76016.14
FALSE,,33.8005714,-118.3900737,Palos Verdes Estates,CA,42,Harbor,1,208708.92
FALSE,,33.8005714,-118.3900737,Palos Verdes Estates,CA,66,Personnel,1,420
