isinla,councildist,lat,lng,city,state,deptnum,deptname,employeecount,gross
FALSE,,34.2694474,-118.781482,Simi Valley,CA,38,Fire,1,187308.11
FALSE,,34.469994,-118.1967418,Acton,CA,04,Airports,3,357849.85
FALSE,,34.469994,-118.1967418,Acton,CA,06,Animal Services,1,83338.62
FALSE,,34.469994,-118.1967418,Acton,CA,08,Building and Safety,6,733398.66
FALSE,,34.469994,-118.1967418,Acton,CA,28,Council,1,21117.2
FALSE,,34.469994,-118.1967418,Acton,CA,32,Information Technology Agency,2,136950.7
FALSE,,34.469994,-118.1967418,Acton,CA,38,Fire,14,2971624.29
FALSE,,34.469994,-118.1967418,Acton,CA,40,General Services,2,62567.17
FALSE,,34.469994,-118.1967418,Acton,CA,42,Harbor,1,70736.49
FALSE,,34.469994,-118.1967418,Acton,CA,70,Police,51,7136744.36
FALSE,,34.469994,-118.1967418,Acton,CA,76,Public Works - Contract Administration,2,149611.5
FALSE,,34.469994,-118.1967418,Acton,CA,82,Public Works - Sanitation,3,322970.17
FALSE,,34.469994,-118.1967418,Acton,CA,86,Public Works - Street Services,1,14472.56
FALSE,,34.469994,-118.1967418,Acton,CA,87,Zoo,3,181775.46
FALSE,,34.469994,-118.1967418,Acton,CA,88,Recreation and Parks,4,94128.46
FALSE,,34.5827699,-117.409215,Adelanto,CA,04,Airports,2,162670.3
FALSE,,34.5827699,-117.409215,Adelanto,CA,70,Police,1,89917.35
FALSE,,34.5827699,-117.409215,Adelanto,CA,82,Public Works - Sanitation,3,273160.98
FALSE,,34.5827699,-117.409215,Adelanto,CA,86,Public Works - Street Services,1,116030.78
FALSE,,34.5827699,-117.409215,Adelanto,CA,88,Recreation and Parks,1,2697.47
FALSE,,34.1541205,-118.7573324,Agoura,CA,38,Fire,3,552765.01
FALSE,,34.1541205,-118.7573324,Agoura,CA,74,Public Works - Board of Public Works,1,127407.53
FALSE,,34.1541205,-118.7573324,Agoura,CA,82,Public Works - Sanitation,1,136456.72
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,04,Airports,1,117436.55
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,08,Building and Safety,1,187853.19
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,12,City Attorney,3,277731.73
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,38,Fire,5,1115480.42
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,40,General Services,2,314381.68
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,43,Los Angeles Housing,2,182506.57
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,44,Library,3,43737.88
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,68,City Planning,1,62995.28
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,70,Police,10,1490641.97
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,76,Public Works - Contract Administration,1,145067.84
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,78,Public Works - Engineering,1,145412.57
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,86,Public Works - Street Services,1,32148.32
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,87,Zoo,2,83019.53
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,88,Recreation and Parks,1,4904.2
FALSE,,34.1533395,-118.7616764,Agoura Hills,CA,94,Transportation,2,117057.92
FALSE,,34.4963817,-118.3256348,Agua Dulce,CA,04,Airports,1,134915.13
FALSE,,34.4963817,-118.3256348,Agua Dulce,CA,08,Building and Safety,2,244814.63
FALSE,,34.4963817,-118.3256348,Agua Dulce,CA,38,Fire,9,2128149.83
FALSE,,34.4963817,-118.3256348,Agua Dulce,CA,40,General Services,1,170572.84
FALSE,,34.4963817,-118.3256348,Agua Dulce,CA,44,Library,1,72586.82
FALSE,,34.4963817,-118.3256348,Agua Dulce,CA,66,Personnel,1,45601.07
FALSE,,34.4963817,-118.3256348,Agua Dulce,CA,70,Police,10,1593663.27
FALSE,,34.4963817,-118.3256348,Agua Dulce,CA,82,Public Works - Sanitation,1,53297.84
FALSE,,33.5604168,-81.7195533,Aiken,SC,38,Fire,1,222597.09
FALSE,,35.0843859,-106.650422,Albuquerque,NM,88,Recreation and Parks,1,1172.94
FALSE,,34.095287,-118.1270146,Alhambra,CA,02,Aging,1,4711.65
FALSE,,34.095287,-118.1270146,Alhambra,CA,04,Airports,20,1995868.74
FALSE,,34.095287,-118.1270146,Alhambra,CA,06,Animal Services,5,350230.39
FALSE,,34.095287,-118.1270146,Alhambra,CA,08,Building and Safety,20,1718537.72
FALSE,,34.095287,-118.1270146,Alhambra,CA,10,City Administrative Officer,4,608233.2
FALSE,,34.095287,-118.1270146,Alhambra,CA,12,City Attorney,14,1793967.17
FALSE,,34.095287,-118.1270146,Alhambra,CA,14,City Clerk,3,84614.32
FALSE,,34.095287,-118.1270146,Alhambra,CA,16,City Employees Retirement System,7,622951.08
FALSE,,34.095287,-118.1270146,Alhambra,CA,21,Community Investment for Families Department,1,26841.6
FALSE,,34.095287,-118.1270146,Alhambra,CA,26,Controller,1,157448.48
FALSE,,34.095287,-118.1270146,Alhambra,CA,28,Council,5,555519.02
FALSE,,34.095287,-118.1270146,Alhambra,CA,30,Cultural Affairs,2,77198.14
FALSE,,34.095287,-118.1270146,Alhambra,CA,32,Information Technology Agency,14,1334095.44
FALSE,,34.095287,-118.1270146,Alhambra,CA,38,Fire,14,1742787.58
FALSE,,34.095287,-118.1270146,Alhambra,CA,39,Office of Finance,9,930027.24
FALSE,,34.095287,-118.1270146,Alhambra,CA,40,General Services,14,1118506.93
FALSE,,34.095287,-118.1270146,Alhambra,CA,43,Los Angeles Housing,15,1020252.47
FALSE,,34.095287,-118.1270146,Alhambra,CA,44,Library,29,1961887.43
FALSE,,34.095287,-118.1270146,Alhambra,CA,46,Mayor,5,285318.8
FALSE,,34.095287,-118.1270146,Alhambra,CA,64,Pension,3,295977.6
FALSE,,34.095287,-118.1270146,Alhambra,CA,66,Personnel,15,1102557.53
FALSE,,34.095287,-118.1270146,Alhambra,CA,68,City Planning,6,383578.45
FALSE,,34.095287,-118.1270146,Alhambra,CA,70,Police,99,11234437.09
FALSE,,34.095287,-118.1270146,Alhambra,CA,74,Public Works - Board of Public Works,3,297512.78
FALSE,,34.095287,-118.1270146,Alhambra,CA,76,Public Works - Contract Administration,6,519115.66
FALSE,,34.095287,-118.1270146,Alhambra,CA,78,Public Works - Engineering,15,1598566.51
FALSE,,34.095287,-118.1270146,Alhambra,CA,82,Public Works - Sanitation,32,2767125.17
FALSE,,34.095287,-118.1270146,Alhambra,CA,84,Public Works - Street Lighting,7,704056.77
FALSE,,34.095287,-118.1270146,Alhambra,CA,86,Public Works - Street Services,15,1471306.55
FALSE,,34.095287,-118.1270146,Alhambra,CA,88,Recreation and Parks,63,1766255.42
FALSE,,34.095287,-118.1270146,Alhambra,CA,94,Transportation,21,1615926.48
FALSE,,34.095287,-118.1270146,Alhamra,CA,94,Transportation,1,137739.46
FALSE,,34.095287,-118.1270146,Alhmabra,CA,70,Police,1,73990.81
FALSE,,34.095287,-118.1270146,Alhmabra,CA,88,Recreation and Parks,1,84493.08
FALSE,,33.5684605,-117.7262981,Aliso Viejo,CA,04,Airports,1,162670.72
FALSE,,33.5684605,-117.7262981,Aliso Viejo,CA,38,Fire,10,2174129.17
FALSE,,33.5684605,-117.7262981,Aliso Viejo,CA,40,General Services,1,111199.81
FALSE,,33.5684605,-117.7262981,Aliso Viejo,CA,42,Harbor,2,284948.08
FALSE,,33.5684605,-117.7262981,Aliso Viejo,CA,70,Police,13,1574736.49
FALSE,,33.5684605,-117.7262981,Aliso Viejo,CA,82,Public Works - Sanitation,1,95956.64
FALSE,,33.5684605,-117.7262981,Aliso Viejo,CA,88,Recreation and Parks,1,3302.6
FALSE,,34.0753762,-84.2940899,Alpharetta,GA,38,Fire,1,115898.14
FALSE,,40.4532833,-111.7779865,Alpine,UT,38,Fire,1,256562.04
FALSE,,34.190162,-118.1313188,Alta Dena,CA,70,Police,2,213984.9
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,04,Airports,5,576606.71
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,08,Building and Safety,1,92098.85
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,32,Information Technology Agency,1,136280.99
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,38,Fire,18,3747187.68
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,43,Los Angeles Housing,1,131759.52
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,44,Library,1,94824
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,64,Pension,1,1150
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,66,Personnel,1,81467.6
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,70,Police,37,5808911.91
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,76,Public Works - Contract Administration,1,122075.38
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,82,Public Works - Sanitation,1,43133.03
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,86,Public Works - Street Services,1,181318.14
FALSE,,34.1222317,-117.5981086,Alta Loma,CA,88,Recreation and Parks,1,14718.46
FALSE,,34.190162,-118.1313188,Altadena,CA,04,Airports,3,404596.96
FALSE,,34.190162,-118.1313188,Altadena,CA,06,Animal Services,2,60417.28
FALSE,,34.190162,-118.1313188,Altadena,CA,08,Building and Safety,4,412803.44
FALSE,,34.190162,-118.1313188,Altadena,CA,12,City Attorney,6,1308757.12
FALSE,,34.190162,-118.1313188,Altadena,CA,14,City Clerk,3,123268.23
FALSE,,34.190162,-118.1313188,Altadena,CA,21,Community Investment for Families Department,1,65613.6
FALSE,,34.190162,-118.1313188,Altadena,CA,22,Economic and Workforce Development Department,1,75524
FALSE,,34.190162,-118.1313188,Altadena,CA,26,Controller,1,74550.56
FALSE,,34.190162,-118.1313188,Altadena,CA,28,Council,2,301377.12
FALSE,,34.190162,-118.1313188,Altadena,CA,30,Cultural Affairs,2,5569.89
FALSE,,34.190162,-118.1313188,Altadena,CA,32,Information Technology Agency,3,483772.05
FALSE,,34.190162,-118.1313188,Altadena,CA,38,Fire,17,3034262.09
FALSE,,34.190162,-118.1313188,Altadena,CA,39,Office of Finance,1,74550.56
FALSE,,34.190162,-118.1313188,Altadena,CA,40,General Services,6,446573.29
FALSE,,34.190162,-118.1313188,Altadena,CA,43,Los Angeles Housing,4,402261.1
FALSE,,34.190162,-118.1313188,Altadena,CA,44,Library,11,766735.48
FALSE,,34.190162,-118.1313188,Altadena,CA,46,Mayor,1,11606.7
FALSE,,34.190162,-118.1313188,Altadena,CA,47,Neighborhood Empowerment,1,118560.32
FALSE,,34.190162,-118.1313188,Altadena,CA,66,Personnel,5,432118
FALSE,,34.190162,-118.1313188,Altadena,CA,68,City Planning,1,108497.38
FALSE,,34.190162,-118.1313188,Altadena,CA,70,Police,33,4572264.51
FALSE,,34.190162,-118.1313188,Altadena,CA,74,Public Works - Board of Public Works,1,75555.53
FALSE,,34.190162,-118.1313188,Altadena,CA,76,Public Works - Contract Administration,1,90304.33
FALSE,,34.190162,-118.1313188,Altadena,CA,78,Public Works - Engineering,5,767733.31
FALSE,,34.190162,-118.1313188,Altadena,CA,82,Public Works - Sanitation,6,829119.06
FALSE,,34.190162,-118.1313188,Altadena,CA,86,Public Works - Street Services,4,466657.62
FALSE,,34.190162,-118.1313188,Altadena,CA,87,Zoo,2,134235.27
FALSE,,34.190162,-118.1313188,Altadena,CA,88,Recreation and Parks,15,708150.7
FALSE,,34.190162,-118.1313188,Altadena,CA,94,Transportation,4,282753.13
FALSE,,34.190162,-118.1313188,Altadenda,CA,28,Council,1,119146.88
FALSE,,34.1222317,-117.5981086,Altaloma,CA,70,Police,1,160784.25
FALSE,,33.8365932,-117.9143012,Anaheim,CA,04,Airports,17,1831086.67
FALSE,,33.8365932,-117.9143012,Anaheim,CA,06,Animal Services,1,64230.03
FALSE,,33.8365932,-117.9143012,Anaheim,CA,08,Building and Safety,5,901994.91
FALSE,,33.8365932,-117.9143012,Anaheim,CA,10,City Administrative Officer,1,5921.6
FALSE,,33.8365932,-117.9143012,Anaheim,CA,12,City Attorney,1,60589.44
FALSE,,33.8365932,-117.9143012,Anaheim,CA,16,City Employees Retirement System,1,145680.07
FALSE,,33.8365932,-117.9143012,Anaheim,CA,26,Controller,2,249027.14
FALSE,,33.8365932,-117.9143012,Anaheim,CA,32,Information Technology Agency,1,64234.3
FALSE,,33.8365932,-117.9143012,Anaheim,CA,33,El Pueblo De Los Angeles Historical Monument Authority,1,4573.38
FALSE,,33.8365932,-117.9143012,Anaheim,CA,38,Fire,15,2631898.84
FALSE,,33.8365932,-117.9143012,Anaheim,CA,39,Office of Finance,2,238576.56
FALSE,,33.8365932,-117.9143012,Anaheim,CA,40,General Services,4,341419.55
FALSE,,33.8365932,-117.9143012,Anaheim,CA,42,Harbor,8,755189.29
FALSE,,33.8365932,-117.9143012,Anaheim,CA,43,Los Angeles Housing,3,203323.98
FALSE,,33.8365932,-117.9143012,Anaheim,CA,66,Personnel,1,75599.12
FALSE,,33.8365932,-117.9143012,Anaheim,CA,68,City Planning,3,225621.2
FALSE,,33.8365932,-117.9143012,Anaheim,CA,70,Police,90,11105571.06
FALSE,,33.8365932,-117.9143012,Anaheim,CA,76,Public Works - Contract Administration,1,100380.61
FALSE,,33.8365932,-117.9143012,Anaheim,CA,78,Public Works - Engineering,4,418470.7
FALSE,,33.8365932,-117.9143012,Anaheim,CA,82,Public Works - Sanitation,8,755880.57
FALSE,,33.8365932,-117.9143012,Anaheim,CA,84,Public Works - Street Lighting,2,149164.72
FALSE,,33.8365932,-117.9143012,Anaheim,CA,86,Public Works - Street Services,2,208778.58
FALSE,,33.8365932,-117.9143012,Anaheim,CA,88,Recreation and Parks,7,164989.96
FALSE,,33.8365932,-117.9143012,Anaheim,CA,94,Transportation,6,561372.53
FALSE,,33.8508021,-117.7490656,Anaheim Hills,CA,04,Airports,2,278617.41
FALSE,,33.8508021,-117.7490656,Anaheim Hills,CA,38,Fire,4,1009146.9
FALSE,,33.8508021,-117.7490656,Anaheim Hills,CA,70,Police,8,1178270.46
FALSE,,33.8508021,-117.7490656,Anaheim Hills,CA,82,Public Works - Sanitation,2,308392.58
FALSE,,33.8508021,-117.7490656,Anaheim Hills,CA,94,Transportation,1,161556.5
FALSE,,34.75444,-118.28861,Antelope Acres,CA,82,Public Works - Sanitation,1,109745.68
FALSE,,33.8652315,-112.1357339,Anthem,AZ,70,Police,1,105764.96
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,04,Airports,2,186619.57
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,08,Building and Safety,3,592557.29
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,38,Fire,2,359753.02
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,70,Police,11,1302117.21
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,82,Public Works - Sanitation,2,196853.58
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,86,Public Works - Street Services,1,89370.46
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,87,Zoo,2,102649.13
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,88,Recreation and Parks,1,10079.14
FALSE,,34.5008311,-117.1858759,Apple Valley,CA,94,Transportation,1,63370.4
FALSE,,34.5008311,-117.1858759,Applevalley,CA,70,Police,1,153978.84
FALSE,,34.1397292,-118.0353449,Aradia,CA,94,Transportation,1,86498.16
FALSE,,34.1397292,-118.0353449,Arcadia,CA,02,Aging,1,58227.2
FALSE,,34.1397292,-118.0353449,Arcadia,CA,04,Airports,8,903757.88
FALSE,,34.1397292,-118.0353449,Arcadia,CA,08,Building and Safety,11,1454846.62
FALSE,,34.1397292,-118.0353449,Arcadia,CA,12,City Attorney,10,1905223.44
FALSE,,34.1397292,-118.0353449,Arcadia,CA,14,City Clerk,1,
FALSE,,34.1397292,-118.0353449,Arcadia,CA,16,City Employees Retirement System,8,665291.76
FALSE,,34.1397292,-118.0353449,Arcadia,CA,22,Economic and Workforce Development Department,1,39208.8
FALSE,,34.1397292,-118.0353449,Arcadia,CA,26,Controller,3,261318.56
FALSE,,34.1397292,-118.0353449,Arcadia,CA,30,Cultural Affairs,1,88679.76
FALSE,,34.1397292,-118.0353449,Arcadia,CA,32,Information Technology Agency,3,307743.6
FALSE,,34.1397292,-118.0353449,Arcadia,CA,38,Fire,12,1879208.11
FALSE,,34.1397292,-118.0353449,Arcadia,CA,39,Office of Finance,2,233653.64
FALSE,,34.1397292,-118.0353449,Arcadia,CA,40,General Services,10,1046768.59
FALSE,,34.1397292,-118.0353449,Arcadia,CA,42,Harbor,2,342318.08
FALSE,,34.1397292,-118.0353449,Arcadia,CA,43,Los Angeles Housing,7,616725.08
FALSE,,34.1397292,-118.0353449,Arcadia,CA,44,Library,7,438033.64
FALSE,,34.1397292,-118.0353449,Arcadia,CA,46,Mayor,1,104198.08
FALSE,,34.1397292,-118.0353449,Arcadia,CA,64,Pension,6,890863.21
FALSE,,34.1397292,-118.0353449,Arcadia,CA,65,Disability,1,101159.26
FALSE,,34.1397292,-118.0353449,Arcadia,CA,66,Personnel,11,1223203.79
FALSE,,34.1397292,-118.0353449,Arcadia,CA,68,City Planning,2,239086.46
FALSE,,34.1397292,-118.0353449,Arcadia,CA,70,Police,44,5741400.09
FALSE,,34.1397292,-118.0353449,Arcadia,CA,74,Public Works - Board of Public Works,1,60735.2
FALSE,,34.1397292,-118.0353449,Arcadia,CA,76,Public Works - Contract Administration,2,284691
FALSE,,34.1397292,-118.0353449,Arcadia,CA,78,Public Works - Engineering,7,757271.17
FALSE,,34.1397292,-118.0353449,Arcadia,CA,82,Public Works - Sanitation,13,1222605.65
FALSE,,34.1397292,-118.0353449,Arcadia,CA,86,Public Works - Street Services,10,897223.78
FALSE,,34.1397292,-118.0353449,Arcadia,CA,87,Zoo,3,511938.8
FALSE,,34.1397292,-118.0353449,Arcadia,CA,88,Recreation and Parks,18,625205.02
FALSE,,34.1397292,-118.0353449,Arcadia,CA,94,Transportation,15,1751127.44
FALSE,,34.1397292,-118.0353449,"Arcadia,",CA,04,Airports,1,189464.64
TRUE,6,34.2504595,-118.4338345,Arieta,CA,70,Police,1,0
TRUE,6,34.2504595,-118.4338345,Arlenta,CA,88,Recreation and Parks,1,21804.02
TRUE,6,34.2504595,-118.4338345,Arleta,CA,04,Airports,10,907470.99
TRUE,6,34.2504595,-118.4338345,Arleta,CA,08,Building and Safety,2,248607.81
TRUE,6,34.2504595,-118.4338345,Arleta,CA,12,City Attorney,2,80210.4
TRUE,6,34.2504595,-118.4338345,Arleta,CA,14,City Clerk,2,126839.12
TRUE,6,34.2504595,-118.4338345,Arleta,CA,16,City Employees Retirement System,1,30688.77
TRUE,6,34.2504595,-118.4338345,Arleta,CA,26,Controller,2,206106
TRUE,6,34.2504595,-118.4338345,Arleta,CA,28,Council,2,84505.29
TRUE,6,34.2504595,-118.4338345,Arleta,CA,38,Fire,2,128955.86
TRUE,6,34.2504595,-118.4338345,Arleta,CA,39,Office of Finance,2,247551.82
TRUE,6,34.2504595,-118.4338345,Arleta,CA,40,General Services,8,719766.99
TRUE,6,34.2504595,-118.4338345,Arleta,CA,43,Los Angeles Housing,4,171371.45
TRUE,6,34.2504595,-118.4338345,Arleta,CA,44,Library,7,211379.15
TRUE,6,34.2504595,-118.4338345,Arleta,CA,46,Mayor,1,80081.2
TRUE,6,34.2504595,-118.4338345,Arleta,CA,66,Personnel,1,87703.47
TRUE,6,34.2504595,-118.4338345,Arleta,CA,68,City Planning,1,120954.48
TRUE,6,34.2504595,-118.4338345,Arleta,CA,70,Police,25,2151874.46
TRUE,6,34.2504595,-118.4338345,Arleta,CA,74,Public Works - Board of Public Works,2,188232.56
TRUE,6,34.2504595,-118.4338345,Arleta,CA,76,Public Works - Contract Administration,1,115787.82
TRUE,6,34.2504595,-118.4338345,Arleta,CA,78,Public Works - Engineering,5,514570.05
TRUE,6,34.2504595,-118.4338345,Arleta,CA,82,Public Works - Sanitation,21,1954823.43
TRUE,6,34.2504595,-118.4338345,Arleta,CA,84,Public Works - Street Lighting,1,67348.73
TRUE,6,34.2504595,-118.4338345,Arleta,CA,86,Public Works - Street Services,9,563806.64
TRUE,6,34.2504595,-118.4338345,Arleta,CA,87,Zoo,2,71404.78
TRUE,6,34.2504595,-118.4338345,Arleta,CA,88,Recreation and Parks,92,2125106.8
TRUE,6,34.2504595,-118.4338345,Arleta,CA,94,Transportation,11,758027.81
FALSE,,35.2961973,-89.661469,Arlington,TN,38,Fire,1,178657.86
FALSE,,35.1185868,-120.5907252,Arroyo Grande,CA,38,Fire,1,193590.14
FALSE,,33.8658484,-118.0831212,Artesia,CA,04,Airports,4,476919.45
FALSE,,33.8658484,-118.0831212,Artesia,CA,15,"Civil, Human Rights and Equity Department",1,
FALSE,,33.8658484,-118.0831212,Artesia,CA,40,General Services,1,58393.69
FALSE,,33.8658484,-118.0831212,Artesia,CA,43,Los Angeles Housing,1,124634.88
FALSE,,33.8658484,-118.0831212,Artesia,CA,66,Personnel,2,170361.7
FALSE,,33.8658484,-118.0831212,Artesia,CA,70,Police,4,289276.96
FALSE,,33.8658484,-118.0831212,Artesia,CA,76,Public Works - Contract Administration,1,123153.12
FALSE,,33.8658484,-118.0831212,Artesia,CA,82,Public Works - Sanitation,2,164275.01
FALSE,,33.8658484,-118.0831212,Artesia,CA,84,Public Works - Street Lighting,3,223216.16
FALSE,,33.8658484,-118.0831212,Artesia,CA,88,Recreation and Parks,1,13444.94
FALSE,,33.8658484,-118.0831212,Artesia,CA,94,Transportation,1,131915.52
FALSE,,35.4894169,-120.6707255,Atascadero,CA,38,Fire,3,534500.86
FALSE,,35.4894169,-120.6707255,Atascadero,CA,87,Zoo,1,
FALSE,,47.9479601,-116.7079745,Athol,ID,38,Fire,1,208001.85
FALSE,,37.0807823,-119.4854113,Auberry,CA,38,Fire,1,164981.72
FALSE,,33.3042834,-96.986118,Aubrey,TX,70,Police,1,158882.57
FALSE,,39.7294319,-104.8319195,Aurora,CO,88,Recreation and Parks,1,0
FALSE,,30.267153,-97.7430608,Austin,TX,38,Fire,2,473448.4
FALSE,,33.3428193,-118.3282279,Avalon,CA,70,Police,1,122220.2
FALSE,,35.1800113,-120.7319127,Avila Beach,CA,38,Fire,1,212176.54
FALSE,,34.0361217,-117.9911765,Avocado Heights,CA,70,Police,1,134931.77
FALSE,,34.0361217,-117.9911765,Avocado Heights,CA,88,Recreation and Parks,1,21044.16
FALSE,,34.1336186,-117.9075627,Azusa,CA,04,Airports,8,692195.31
FALSE,,34.1336186,-117.9075627,Azusa,CA,06,Animal Services,3,234776.17
FALSE,,34.1336186,-117.9075627,Azusa,CA,08,Building and Safety,12,1241358.5
FALSE,,34.1336186,-117.9075627,Azusa,CA,10,City Administrative Officer,1,96854.16
FALSE,,34.1336186,-117.9075627,Azusa,CA,12,City Attorney,3,256764.12
FALSE,,34.1336186,-117.9075627,Azusa,CA,14,City Clerk,2,24856.23
FALSE,,34.1336186,-117.9075627,Azusa,CA,22,Economic and Workforce Development Department,2,262160.3
FALSE,,34.1336186,-117.9075627,Azusa,CA,26,Controller,1,153731.2
FALSE,,34.1336186,-117.9075627,Azusa,CA,28,Council,3,367345.6
FALSE,,34.1336186,-117.9075627,Azusa,CA,32,Information Technology Agency,4,342338.99
FALSE,,34.1336186,-117.9075627,Azusa,CA,38,Fire,7,1018151.41
FALSE,,34.1336186,-117.9075627,Azusa,CA,39,Office of Finance,4,176703.76
FALSE,,34.1336186,-117.9075627,Azusa,CA,40,General Services,3,244553.97
FALSE,,34.1336186,-117.9075627,Azusa,CA,43,Los Angeles Housing,4,426521.96
FALSE,,34.1336186,-117.9075627,Azusa,CA,44,Library,4,243350.58
FALSE,,34.1336186,-117.9075627,Azusa,CA,46,Mayor,1,
FALSE,,34.1336186,-117.9075627,Azusa,CA,64,Pension,1,78503.25
FALSE,,34.1336186,-117.9075627,Azusa,CA,66,Personnel,3,291149.17
FALSE,,34.1336186,-117.9075627,Azusa,CA,68,City Planning,4,261413.86
FALSE,,34.1336186,-117.9075627,Azusa,CA,70,Police,58,6471453.56
FALSE,,34.1336186,-117.9075627,Azusa,CA,76,Public Works - Contract Administration,2,192407.83
FALSE,,34.1336186,-117.9075627,Azusa,CA,78,Public Works - Engineering,4,449145.91
FALSE,,34.1336186,-117.9075627,Azusa,CA,82,Public Works - Sanitation,18,1717919.45
FALSE,,34.1336186,-117.9075627,Azusa,CA,84,Public Works - Street Lighting,5,378677.34
FALSE,,34.1336186,-117.9075627,Azusa,CA,86,Public Works - Street Services,5,464959.34
FALSE,,34.1336186,-117.9075627,Azusa,CA,88,Recreation and Parks,18,496875.63
FALSE,,34.1336186,-117.9075627,Azusa,CA,94,Transportation,6,596072.78
FALSE,,34.095287,-118.1270146,Alhambra,CA,21,Community Investment for Families Department,1,
FALSE,,35.3732921,-119.0187125,Bakerfield,CA,70,Police,1,125090.82
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,08,Building and Safety,1,150494.7
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,10,City Administrative Officer,1,5152
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,38,Fire,5,998742.48
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,44,Library,1,315.8
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,70,Police,13,1413373.85
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,76,Public Works - Contract Administration,1,93751.8
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,82,Public Works - Sanitation,7,423508.24
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,88,Recreation and Parks,2,91949.21
FALSE,,35.3732921,-119.0187125,Bakersfield,CA,94,Transportation,1,70795.22
FALSE,,35.3732921,-119.0187125,Bakersfiled,CA,70,Police,1,135855.57
TRUE,6,34.2010832,-118.5010942,Balboa Lake,CA,44,Library,1,23690
FALSE,,34.0852868,-117.9608978,Baldin Park,CA,82,Public Works - Sanitation,1,75612.71
TRUE,10,34.0181993,-118.3403506,Baldwin Hills,CA,70,Police,1,161136.25
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,04,Airports,12,1131557.56
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,06,Animal Services,3,285217.14
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,08,Building and Safety,4,347211.46
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,10,City Administrative Officer,3,174243.89
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,12,City Attorney,1,58600.9
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,14,City Clerk,1,43607.55
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,16,City Employees Retirement System,1,114123.5
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,22,Economic and Workforce Development Department,1,121344.49
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,32,Information Technology Agency,4,468329.23
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,38,Fire,8,669603.89
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,39,Office of Finance,2,254690.68
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,40,General Services,13,862403.46
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,42,Harbor,5,452545.04
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,43,Los Angeles Housing,3,301896.71
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,44,Library,5,348185.81
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,66,Personnel,4,284081.97
FALSE,,34.0852868,-117.9608978,Baldwin Park,CA,68,City Planning,1,53909.53
